index,isbn13,title,tags
83,9780007175222,Oh Say Can You Say?,children'sstories.ti your tongu in terribl knot as you tri to read aloud. nonsens rhyme story.dr.seuss
84,9780007178636,There's a Boy in the Girls' Bathroom,boys.a studi guid for the novel there' a boy in the girl' bathroom.louissachar
85,9780007179817,Microserfs,"computerprogrammers.at comput giant microsoft, dan, susan, abe, todd and bug are struggl to get a life. the job may be super cool, the pay may be astronomical, but they'r head nowhere, and howev hard they work, howev mani share they earn, they'r never go to be as rich as bill. and besides, with all the hour they'r put in, their best relationship are on e-mail. something' got to give.douglascoupland"
86,9780007179824,Miss Wyoming,"actors.th brilliant new novel from the bestsel cult author of them all. susan and john need to disappear -- susan and john need to find each other. meet susan colgat -- miss wyoming. winner of a hundr teen pageants, child tv soap star, owner of a hideous pushi mother... and now reduc to small, brainless part in small, brainless movies. oh, and sole survivor of flight 802. if she were to walk away from the wreckag now, befor the emerg crew get here, she could disappear and nobodi would ever know... meet john johnson -- action film produc (bel air p. i... um, bel air p. i. 2), occasion sado-masochist, junkie. he just die -- but onli for 5 minutes. but while he wa gone, he saw a vision of a woman' face and realiz that it wa time to escape, to ditch the baggag of be horny, rich, lone john johnson and to lose himself. to disappear. wouldn't it be nice if they were to find themselv and get together?in mani way a repris of girlfriend in a coma, miss wyom repres a further leap forward into the world accord to coupland -- a witty, genuin funni look at who we are, how we can change, and how we can make a difference.douglascoupland"
87,9780007189953,Where Rainbows End,"friendship.th new warm and absorb stori from the author of ps, i love you is a bittersweet tale of childhood friend rosi and alex whose relationship must surviv mani trial and tribulations, not least the discoveri of their true feel for one another.from naughti children to rebelli teenag and mixed-up twenty- and thirty-somethings, rosi and alex have stuck by each other through thick and thin, even when alex move across the atlant to boston and rosi fell pregnant as a teenager. alex supportsrosi through one of the most difficult time of her life -- a time when she should be out parti and go to univers but is instead chang nappi and cope with a scream baby. in return, rosi is there for alex when he strugglesthrough hi medic internship and cope with a messi divorce. throughout the up and down of each other' lives, they have remain a constant, a shoulder to cri on, someon to laugh and share their innermost feel with.but can their friendship surviv the year and the mile and, more critically, when they each marri someon else? were they meant to be more than just good friend all along? misunderstandings, circumst and sheer bad luckceceliaahern"
88,9780007190683,Poirot,"authors.th final poirot omnibus, featur the last four appear of the detective' side-kick, the sleuth crime novelist ariadn oliver: third girl, hallowe'en party, eleph can rememb and the pale horse. poirot and mr oliv continu their sleuth in the 1960 in four uncharacterist 'modern' novel with an ad twist of danger...third girl poirot final admit he is grow old as a perplex girl think she may have kill someone. here christi drag poirot into the swing 60 and effect squar him up against a world featur sex, drug and hippies. hallowe'en parti a teenag murder wit is drown in a tub of apples. thi wa onli the second time christi wrote about the death of a child, and is all the more engross for it. eleph can rememb an old husband and wife doubl murder ha never been solv -- until now. thi wa the veri last poirot stori that agatha christi wrote, and garner good reviews. the pale hors a priest' death lead to sinist goings-on in an old countri inn. thi bonu novel featur mr oliv for onc without poirot and wa one of christie' darkest stories, blend witchcraft and murder.agathachristi"
89,9780007191925,The Art of The Lord of the Rings,"costume.th definit guid to the design of the movie, incorpor the best artwork from the trilog plu mani never-before-publish paintings, sketches, digit shot and photos.with complet access to artwork creat over a five-year period, thi authorit and insight book illustr the creativ develop of the entir lord of the ring movi trilogy.thi offici book contain over 400 exclus images; the veri best artwork from the first three art book are collect together, mani much larger than they have been seen before, with all-new text and inform and new interview with mani of the artists. in addition, the book includ 100 unpublish artwork from the extend director' cut of the three films, and digit imageri and design not avail when the first book were published.print on high-qual art paper, thi lavish book is ideal for tolkien collectors, film enthusiast and art student and final allow the massiv undertak of make the lord of the ring trilog to be fulli appreciated.garyrussel"
90,9780007195305,The Known World,africanamericanplantationowners.an epic narr that take a look at slaveri in all of it moral complexities.edwardp.jon
91,9780007195718,Discover Your Destiny with the Monk Who Sold His Ferrari,"conductoflife.a potent pathway to self-awaken that will help you to live your greatest life and claim the happiness, prosper and inner peac that you deserve. from the author of the intern bestseller, the monk who sold hi ferrari.robinsharma"
92,9780007204441,Naked Lunch,"alienation(socialpsychology).th anarchic, phenomen strong-sel classic from the godfath of the beats: revitalis with a cool new jacket. welcom to interzone...say hello to bradley the buyer, the best narcot agent in the business. attend intern playboy a.j.' annual party, where the punch is to be treat with extrem caution. meet dr 'fingers' schafer, the lobotomi kid and hi giant centipede, 'the complet american de-anxiet man.' and enter the dark and infern mind of bill lee as he pursu hi daili quest for the ultim merchandise...provocative, influential, morbidli fascinating, nake lunch is an apocalypt ride through the darker recess of the human psyche.williams.burrough"
93,9780007204465,Tropic of Cancer,"fiction.miller' groundbreak first novel, ban in britain for almost thirti years, now reinvigor in a new harper perenni modern classic edition. a penniless and as yet unpublish writer, henri miller arriv in pari in 1930. leav behind a disintegr marriag and an unhappi career in america, he threw himself into the low-lif of bohemian pari with unwav gusto. a fiction account of miller' adventur amongst the prostitut and pimps, the penniless painter and writer of montparnasse, tropic of cancer is an extravag and rhapsod hymn to a world of unrival erotic and freedom. tropic of cancer' 1934 public in franc wa hail by samuel beckett as 'a moment event in the histori of modern writing'. the novel wa subsequ ban in the uk and the usa and not releas for public for a further thirti years.henrymil"
